;index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
81;16908;28143;2043009;-23.567.386.499.999.900;-4.657.038.318.211.270;AMA UBS INTEGRADA JARDIM ELBA HUMBERTO GASTAO BODRA;R BATISTA FERGUZIO;1016;V CARDOSO FRANCO;(11) 2704-8997;3978180.0;SP;São Paulo;2016;5;-23.6212232;-46.5092039;Rua Batista Fergusio, 1016 - Vila Cardoso Franco, São Paulo - SP, 03978-180, Brazil
82;16909;28043;2787911;-236.619.007.587.426;-46.669.642.925.261.000;UBS JD UMUARAMA;RUA ANTONIO GIL;721;VILA FILOMENA;(11)5562-8445;4655000.0;SP;São Paulo;2016;5;-23.6620771;-46.6696664;Rua Antônio Gil, 721 - Vila Filomena, São Paulo - SP, 04655-001, Brazil
83;16911;28051;2787245;-23.546.529.999.999.900;-46.652.640.000.000.000;AMA UBS INTEGRADA J CAPELA;RUA BARAO DE PAIVA MANSO;200;JARDIM CAPELA;(11)55170226;4960110.0;SP;São Paulo;2016;5;-23.730154;-46.78879;R. Barão de Paiva Manso, 200 - Vila Calu, São Paulo - SP, 04960-110, Brazil
84;16912;28040;2788276;-235.945.880.413.049;-46.448.242.664.335.700;UBS PQ BOA ESPERANCA;AV RAGUEB CHOHFI;3826;PQ BOA ESPERANCA;(11)27316484;8341410.0;SP;São Paulo;2016;5;-23.5949722;-46.448771;Av. Ragueb Chohfi, 3826 - São Mateus, São Paulo - SP, 08375-000, Brazil
85;16931;28086;2788225;-23.548.000.000.000.000;-46.636;AMA UBS INTEGRADA PERUS;PRACA VIGARIO JOAO GONCALVES LIMA;239;PERUS;(11)39170707;5206180.0;SP;São Paulo;2016;5;-23.4095797;-46.7572385;Praça Vig. João Gonçalves de Lima, 239 - Vila Perus, São Paulo - SP, 05208-260, Brazil
86;16936;28065;2787407;-234.934.077.846.234;-46.700.871.884.822.700;UBS JARDIM GUANABARA;AV PETRONIO PORTELA;663;FREGUESIA DO O;(11)39752134;2959000.0;SP;São Paulo;2016;5;-23.4933297;-46.7009633;Av. Min. Petrônio Portela, 663 - Vila Cavaton, São Paulo - SP, 02959-000, Brazil
87;16953;28566;2786826;-235.766.923.427.575;-46.733.887.195.585.700;UBS BUTANTA;R CABRAL DE MENEZES;51;VILA GOMES;(11)37261838;5590050.0;SP;São Paulo;2016;5;-23.5770512;-46.7344906;R. Cabral de Menezes, 51 - Jardim Bonfiglioli, São Paulo - SP, 05590-060, Brazil
88;16988;28571;4050223;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS PQ DO LAGO;ESTRADA DA BARONEZA;1000;PARQUE DO LAGO;(11)55170045;4944000.0;SP;São Paulo;2016;5;-23.7146759;-46.7776059;Estr. da Baronesa, 1000 - Baronesa, São Paulo - SP, Brazil
89;17124;28477;2027631;-2.351.644;-4.663.681;UBS JOAQUIM ANTONIO EIRADO;AVN BRAZ LEME;2945;SANTANA;11 2975-4218;2022011.0;SP;São Paulo;2016;5;-23.5036628;-46.6314982;Av. Braz Leme, 2945 - Santana, São Paulo - SP, 02022-011, Brazil
90;17168;28476;2787350;-23.495.281.934.737.500;-46.380.200.386.046;AMA UBS INTEGRADA JD DAS OLIVEIRAS;RUA JOSE DA CRUZ CAMARGO;174;ITAIM PAULISTA;2572-0367;8122100.0;SP;São Paulo;2016;5;-23.4949963;-46.38007229999999;R. José da Cruz Camargo, 174 - Jardim das Oliveiras, São Paulo - SP, 08122-100, Brazil
91;17197;28579;2788942;-235.795.462.131.493;-465.287.303.924.547;AMA UBS INTEGRADA VILA GUARANI;RUA TERESINHA;123;JD MARINGA;(11)2161869;3382180.0;SP;São Paulo;2016;5;-23.5795832;-46.5283334;Rua Terezinha, 123 - Chácara Belenzinho, São Paulo - SP, 03382-180, Brazil
92;18219;29702;2787377;-235.303.652.286.523;-46.421.763.896.940.700;UBS JARDIM ETELVINA;RUA MANOEL TEODORO XAVIER;138;GUAIANAZES;(11)20351756;8430570.0;SP;São Paulo;2016;5;-23.5304125;-46.4216324;R. Manuel Teodoro Xavier, 138 - Jardim Etelvina, São Paulo - SP, 08430-570, Brazil
93;18280;29777;2752387;-235.488.831.996.911;-465.611.314.773.546;UBS VILA SANTO ESTEVAO DR WOADY JORGE KALIL;RUA ANTONIO CAMARDO;678;VILA GOMES CARDIM;(11)2943028;3309060.0;SP;São Paulo;2016;5;-23.5492239;-46.56103220000001;R. Antônio Camardo, 678 - Tatuapé, São Paulo - SP, 03309-060, Brazil
94;20329;32097;2787881;-23.598.793.745.040.100;-46.495.234.966.276.700;AMA UBS INTEGRADA JARDIM TIETE I OSCAR PEREIRA DA SILVA;AVENIDA ENGENHO NOVO;120;JARDIM TIETE;(11)20171431;3943020.0;SP;São Paulo;2016;5;-23.5987713;-46.495013;Av. Engenho Novo, 120 - Jardim Tiete, São Paulo - SP, Brazil
95;20368;32093;2788144;-2.356.152;-46.656.009.999.999.900;UBS NOSSA S DO BRASIL ARMANDO DARIENZO;RUA ALM MARQUES LEAO;684;BELA VISTA;(11)32844601;1330010.0;SP;São Paulo;2016;5;-23.5627032;-46.6492443;R. Alm. Marques de Leão, 684 - Bela Vista, São Paulo - SP, 01330-010, Brazil
96;20409;32096;2787873;-236.302.399.635.308;-46.443.586.349.486;AMA UBS INTEGRADA JD SANTO ANDRE;MIGUEL FERREIRA DE MELO;497;JARDIM SANTO ANDRE;(11)27514339;8390000.0;SP;São Paulo;2016;5;-23.6324091;-46.4429221;R. Miguel Ferreira de Melo, 497 - Jardim Santo Andre, São Paulo - SP, 08390-000, Brazil
97;20505;32094;2787695;-23.464.404.344.558;-46.654.794.216.154.600;UBS JD PERI;AVENIDA PERI RONCHETTI;914;VNC;22318771;2633000.0;SP;São Paulo;2016;5;-23.4620523;-46.6510067;Av. Peri Ronchetti - Jardim Peri, São Paulo - SP, Brazil
98;20554;32095;2787768;-23.543.129.999.999.900;-4.663.765;UBS J SAO BENTO;RUA JOAO ROBALO;64;JARDIM SAO BENTO;(11)58732681;5881000.0;SP;São Paulo;2016;5;-23.6791553;-46.7795121;R. João Robalo, 64 - Jardim Soraia, São Paulo - SP, 05881-000, Brazil
99;20577;32091;2787342;-236.040.937.900.536;-4.642.996.072.769.020;AMA UBS INTEGRADA JD DAS LARANJEIRAS;BENTO GUELFI AV;1100;JD DAS LARANJEIRAS;(11)27317252;8381001.0;SP;São Paulo;2016;5;-23.6037344;-46.429937;Av. Bento Guelfi, 1100 - Jardim da Laranjeira (Zona Leste), São Paulo - SP, 08381-001, Brazil
100;20593;32090;2786869;-234.823;-4.663.283;UBS CASA VERDE ALTA;RUA LAVINIO SALES ARCURI;120;CV ALTA;38588592;2564000.0;SP;São Paulo;2016;5;-23.4895007;-46.66453320000001;Rua Lavinio Salles Arcuri, 120 - Casa Verde Alta, São Paulo - SP, 02564-000, Brazil
101;20649;32098;2788853;-23.548.579.999.999.900;-4.663.658;UBS VILA ESPANHOLA;AVENIDA JOAO DOS SANTOS ABREU;650;VNC;2263-1569;2566010.0;SP;São Paulo;2016;5;-23.4818082;-46.6670129;Av. João dos Santos Abreu, 650 - Vila Espanhola, São Paulo - SP, 02566-020, Brazil
102;20735;32498;2788837;-234.676;-466.612;UBS VILA DIONISIA;RUA CHEN FERRAZ FALCAO;50;VNC;3984-9329;2670040.0;SP;São Paulo;2016;5;-23.4650738;-46.661776;R. Chen Ferraz Falcão, 50 - Vila Dionisia, São Paulo - SP, 02670-040, Brazil
103;20902;32494;2788357;-2.351.705;-4.656.763;UBS PARQUE NOVO MUNDO II;R SOLDADO ANTONIO MATIAS DE CAMARGO;87;PARQUE NOVO MUNDO;(11)29544580;2188050.0;SP;São Paulo;2016;5;-23.5119775;-46.5658706;R. Sd. Antônio Matias de Camargo, 87 - Parque Novo Mundo, São Paulo - SP, 02188-050, Brazil
104;21206;32873;2788977;-236.823;-46.653.290.000.000.000;UBS VILA IMPERIO DRA GILDA TERA TAHIRA;NESTOR SAMPAIO PENTEADO;S/N;AMERICANOPOLIS;(11) 5624-6797;4409060.0;SP;São Paulo;2016;5;-23.6777351;-46.6520697;R. Dr. Nestor Sampaio Penteado - Americanópolis, São Paulo - SP, 04409-060, Brazil
105;21451;32872;2788799;-23.673.723.936.080.100;-46.666.381.359.099;UBS V CONSTANCIA VICENTE OCTAVIO GUIDA;RUA HERMENEGILDO MARTINI;S/N;VILA DO CASTELO;(11)5678-7444;4438280.0;SP;São Paulo;2016;5;-23.6744815;-46.6659658;R. Hermenegildo Martini - Vila do Castelo, São Paulo - SP, Brazil
106;21464;32818;2074079;-2.360.581;-46.503.370.000.000.000;UBS TEOTONIO VILELA;AVENIDA ARQ VILANOVA ARTIGAS;1071;LAR NACIONAL;(11) 2704-1383;3928240.0;SP;São Paulo;2016;5;-23.6058427;-46.5033451;Av. Arquiteto Vilanova Artigas, 1071 - Conj. Hab. Teotonio Vilela, São Paulo - SP, Brazil
107;24036;35788;3996115;-235.831.282;-467.518.265;UBS SAO JORGE CIDADE ADEMAR;AV EDUARDO PEREIRA RAMOS;810;JARDIM SAO JORGE;(011) 5611 3527;4432000.0;SP;São Paulo;2016;5;-23.6856033;-46.6614845;Av. Eduardo Pereira Ramos, 810 - Jardim Sao Jorge, São Paulo - SP, 04432-000, Brazil
108;24051;35729;2788403;-236.327;-467.351;UBS PQ RESIDENCIAL COCAIA INDEPENDENTE;RUA FELINTO MILANEZ;26;PQ RESIDENCIAL COCAI;(11)59310209;4849040.0;SP;São Paulo;2016;5;-23.7449871;-46.6688972;R. Felinto Milanês, 26 - Parque Res. Cocaia, São Paulo - SP, 04849-040, Brazil
109;24074;35754;3359131;-235.904;-465.714;UBS VILA PRUDENTE;PCA CENTENARIO DE VILA PRUDENTE;108;VILA PRUDENTE;(11) 2272-5763;3132050.0;SP;São Paulo;2016;5;-23.5822951;-46.582716;Praça Centenário de Vila Prudente, 108 - Vila Prudente, São Paulo - SP, 03132-050, Brazil
110;24144;35722;2766000;-2.369.539;-4.665.931;UBS MAR PAULISTA;MATSUISHI WADA;393;BALN MAR PAULISTA;(11)5616-9406;4463060.0;SP;São Paulo;2016;5;-23.6965274;-46.6629361;04463-060 - R. Matsuichi Wada, 393 - Balneário Mar Paulista, São Paulo - SP, 04463-060, Brazil
111;24228;35870;6683991;-236.898.924;-46.654.844;UBS JARDIM SELMA CIDADE ADEMAR;RUA PEDRO FERNANDES ARAGAO;305;JARDIM SELMA;(11) 5611-6743;4431160.0;SP;São Paulo;2016;5;-23.6875817;-46.6569612;R. Pedro Fernandes Aragão, 305, São Paulo - SP, Brazil
112;24570;36143;2787520;-23.448.879.718.779.800;-46.596.171.855.925.200;AMA UBS INTEGRADA JARDIM JOAMAR;RUA ADAUTO BEZERRA DELGADO;230;JARDIM JOAMAR;(11)22048387;2320110.0;SP;São Paulo;2016;5;-23.4490791;-46.59643699999999;R. Adauto Bezerra Delgado, 230 - Parque Casa de Pedra, São Paulo - SP, 02320-110, Brazil
113;26344;38295;2046962;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS CIDADE PEDRO JOSE NUNES;RUA JOSE BARGAS;143;JD PEDRO JOSE NUNES;(11)2297-5453;8061020.0;SP;São Paulo;2016;5;-23.5009685;-46.4623259;R. José Bargas, 143 - Jardim Pedro José Nunes, São Paulo - SP, 08061-245, Brazil
114;26369;38389;2057271;-235.039.079.189.294;-4.638.556.480.407.570;UBS J CAMARGO NOVO;RUA GENERAL PEREIRA DE BERREDO;275;JAD CAMARGO NOVO;(11)2567-5959;8121260.0;SP;São Paulo;2016;5;-23.5042601;-46.3854192;Rua General Pereira de Berrêdo, 275 - Jardim Camargo Novo, São Paulo - SP, 08121-260, Brazil
115;26378;38252;2043017;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS MASCARENHAS DE MORAES;RUA SARGENTO EDGAR LOURENCO PINTO;116;C MASCARENHAS MORAES;(11) 2919-1120;3977180.0;SP;São Paulo;2016;5;-23.6164844;-46.4958125;Rua Sargento Edgard Lourenço Pinto, 116 - Conj. Hab. Mal. Mascarenhas de Morais, São Paulo - SP, 03977-180, Brazil
116;26402;38064;2027526;-235.113.108.158.105;-4.638.429.880.142.070;AMA UBS INTEGRADA JD NELIA;RUA ITAJUIBE;1910;ITAIM PAULISTA;2963-3802/2572-1948;8142000.0;SP;São Paulo;2016;5;-23.5115075;-46.3844534;Rua Itajuíbe, 1910 - Jardim Nélia, São Paulo - SP, 08142-130, Brazil
117;26403;38062;2027380;-23.620.895.147.322.800;-4.668.768.882.751.320;UBS MENINOPOLIS MARIO FRANCISCO NAPOLITANO;RUA OSCAR GOMES CARDIM;S/N;VL CORDEIRO;(11)50961058;4580040.0;SP;São Paulo;2016;5;-23.6192504;-46.6870232;Rua Oscar Gomes Cardim - Vila Cordeiro, São Paulo - SP, 04580-040, Brazil
118;26420;38049;2026996;-23.542.928.695.678;-46.431.226.730.345.200;AMA UBS INTEGRADA JOSE BONIFACIO I;AV PROF OSVALDO DE OLIVEIRA;610;JD HELENA;(11)25575136;8420280.0;SP;São Paulo;2016;5;-23.5426749;-46.43108050000001;Av. Prof. Osvaldo de Oliveira, 610 - Jardim Helena, São Paulo - SP, 08420-280, Brazil
119;26430;38063;2027461;-2.358.313;-4.675.183;UBS PQ DA LAPA;RUA BERGSON;52;VL LEOPOLDINA;(11)38368029;5301060.0;SP;São Paulo;2016;5;-23.5317711;-46.7205188;R. Bergson, 52 - Vila Leopoldina, São Paulo - SP, 05301-060, Brazil
120;26453;38058;2027275;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS V ALBERTINA DR OSVALDO MARCAL;RUA ANTONIO JOAQUIM DE OLIVEIRA;220;VILA ESMERALDA;(11)28215150;2356020.0;SP;São Paulo;2016;5;-23.4491179;-46.6101824;R. Antônio Joaquim de Oliveira, 220 - Jardim Virginia Bianca, São Paulo - SP, 02356-020, Brazil
121;26461;38061;2027321;-23.84;-4.675.309;UBS RECANTO CAMPO BELO;RUA VIRGINIA MODESTO;800;RECANTO CAMPO BELO;5926-2002/ 5921-8022;4880035.0;SP;São Paulo;2016;5;-23.7923543;-46.7386132;Rua Virginia Modesto, 800 - Parelheiros, São Paulo - SP, 04880-035, Brazil
122;26484;38249;2042967;-23.612.751.960.753.600;-46.616.299.152.372.800;UBS J DA SAUDE NEUSA ROSALIA MORALES;RUA DOMINGOS DE ROGATIS;187;JARDIM DA SAUDE;(11)50629586;4290080.0;SP;São Paulo;2016;5;-23.6127322;-46.6162809;R. Domingos de Rogatis, 187 - Jardim da Saúde, São Paulo - SP, Brazil
123;26495;38052;2027046;-23.595.875.501.631.900;-465.001.273.155.199;UBS JD PARAGUACU DR GONCALO FELICIANO ALVES;TAIOBEIRAS;125;JARDIM PARAGUACU;(11)27270484;3941060.0;SP;São Paulo;2016;5;-23.5959077;-46.5002225;R. Taiobeiras, 125 - Jardim Paraguacu, São Paulo - SP, 03941-060, Brazil
124;26510;38236;2042258;-235.506.105.422.967;-46.598.403.453.825.500;UBS MOOCA I;RUA TAQUARI;549;MOOCA;(11)2915517;3166000.0;SP;São Paulo;2016;5;-23.5510579;-46.5982348;Rua Taquari, 549 - Mooca, São Paulo - SP, Brazil
125;26537;38060;2027305;-2.358.308;-46.406.079.999.999.900;UBS PROFETA JEREMIAS;RUA LUIS BORDESE;63;CIDADE TIRADENTES;(11)25583866;8471710.0;SP;São Paulo;2016;5;-23.6032036;-46.40354689999999;Rua Luis Bordese, 63 - Cidade Tiradentes, São Paulo - SP, 08471-710, Brazil
126;26544;38067;2027690;-23.548.000.000.000.000;-46.636;UBS DONA MARIQUINHA SCIASCIA;RUA DR JOSE VICENTE;280;TREMEMBE;(11)22030063;2370080.0;SP;São Paulo;2016;5;-23.4606901;-46.6227544;Rua Dr. José Vicente, 280 - Tremembé, São Paulo - SP, 02370-080, Brazil
127;26562;38287;2046261;-23.548.000.000.000.000;-46.636;UBS ITAIM PAULISTA JULIO DE GOUVEIA;PRC MAJOR JOSE LEVY SOBRINHO;139;ITAIM PAULISTA;(11)2561-9443;8110460.0;SP;São Paulo;2016;5;-23.494482;-46.4005343;Praça Major José Levy Sobrinho, 139 - Itaim Paulista, São Paulo - SP, 08110-460, Brazil
128;26567;38111;2030934;-2.364.774.942.398;-46.638.464.927.672.000;UBS CIDADE VARGAS;RUA DOS COMERCIARIOS;236;CIDADE VARGAS;(11)55884890;4320030.0;SP;São Paulo;2016;5;-23.6479362;-46.63833349999999;R. dos Comerciários, 236 - Cidade Vargas, São Paulo - SP, 04320-030, Brazil
129;26572;38297;2046997;-23.653.274;-466.506.206;UBS V STA CATARINA;RUA BELMIRO ZANETTI ESTEVES;181;VILA SANTA CATARINA;(11)55639814;4377060.0;SP;São Paulo;2016;5;-23.6536227;-46.6522579;Rua Belmiro Zanetti Esteves, 181 - Jabaquara, São Paulo - SP, 04377-060, Brazil
130;26586;38053;2027062;-23.482.470.000.000.000;-4.668.307;UBS VILA RAMOS FREGUESIA DO O;RUA FERRAZ DE VASCONCELOS;80;PARQUE MANDI;(11)39240208;2760060.0;SP;São Paulo;2016;5;-23.4820294;-46.6786015;R. Ferraz de Vasconcelos, 80 - Vila Ramos, São Paulo - SP, 02760-060, Brazil
131;26587;38250;2042983;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS EDUARDO ROMANO RESCHILIAN;RUA DR LAFAIETE S CAMARGO;40;JD CLIMAX;(11)23355319;4177380.0;SP;São Paulo;2016;5;-23.638505;-46.6060326;R. Dr. Lafaiete de Souza Camargo, 40 - Jardim Climax, São Paulo - SP, 04177-370, Brazil
132;26608;38065;2027666;-234.944.343.566.888;-4.663.743.495.941.020;UBS CHORA MENINO;RUA COPACABANA;185;SANTA TEREZINHA;11 2281-8786;2461000.0;SP;São Paulo;2016;5;-23.4943794;-46.6373103;R. Copacabana, 185 - Chora Menino, São Paulo - SP, 02461-000, Brazil
133;26612;38051;2027038;-23.611.829.280.852.600;-46.463.563.442.228.800;UBS CID SATELITE SANTA BARBARA;SOL R;45;CID SAT STA BARBARA;(11)29195857;8330360.0;SP;São Paulo;2016;5;34.4208305;-119.6981901;Santa Barbara, CA, USA
134;26644;38050;2027011;-23.616.667.985.915.400;-46.456.568.241.118;UBS JD CARRAOZINHO;MARCOS GONCALVES CORREA RUA;25;J VL CARRAO;(11)27540622;8340320.0;SP;São Paulo;2016;5;-23.6168982;-46.456937;R. Marcos Gonçalves Correa, 25 - Jardim Vila Carrao, São Paulo - SP, 08340-320, Brazil
135;26652;38069;2027720;-234.997.558.593.743;-465.912.151.336.656;UBS V MARIA LUIZ PAULO GNECCO;R ANDRE DA FONSECA;70;VILA MUNHOZ;34755211;2135010.0;SP;São Paulo;2016;5;-23.4998524;-46.5904286;R. André da Fonseca, 70 - Jardim Japao, São Paulo - SP, 02135-010, Brazil
136;26674;38059;2027291;-234.862.053.394.311;-464.597.439.765.917;UBS UNIAO VILA NOVA I;RUA GRAZIELE BALDARK GOMES;36;SAO MIGUEL PAULISTA;(11)2956-3837;8070000.0;SP;São Paulo;2016;5;-23.4861588;-46.4598332;R. Graziele Baldak Gomes, 36 - Vila Nova Uniao, São Paulo - SP, 08072-180, Brazil
137;26682;38245;2042541;-234.610.998.630.517;-46.583.404.541.014.200;UBS DR JOSE TOLEDO PIZA;RUA DR ANTONIO CESAR NETO;387;JACANA;(11)28215207;2276000.0;SP;São Paulo;2016;5;-23.4610102;-46.5833106;Av. Antônio César Neto, 387 - Guapira, São Paulo - SP, 02276-000, Brazil
138;26685;38395;2057891;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS PQ SAO LUCAS;RUA DR NOGUEIRA DE NORONHA;322;PQ SAO LUCAS;(11) 2211-2503;3239080.0;SP;São Paulo;2016;5;-23.5962688;-46.5462835;R. Dr. Nogueira de Noronha, 322 - Parque Sao Lucas, São Paulo - SP, 03239-080, Brazil
139;26690;38066;2027682;-235.044.336.318.963;-46.660.072.803.496;UBS CASA VERDE;RUA VICHY;468;CV;39660247;2522100.0;SP;São Paulo;2016;5;-23.5048975;-46.6594021;R. Vichy, 468 - Vila Baruel, São Paulo - SP, 02522-100, Brazil
140;26696;38386;2057131;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS CIDADE KEMEL;KEMEL ADDAS;1031;CIDADE KEMEL;(11)2963-2346;8130485.0;SP;São Paulo;2016;5;-23.5055699;-46.3666304;Av. Kemel Addas, 1031 - Cidade Kemel, São Paulo - SP, 08130-485, Brazil
141;26738;38604;2086816;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS VERA CRUZ;AV FUNCIONARIOS PUBLICOS;379;JD VERA CRUZ;(11)58985900;4962000.0;SP;São Paulo;2016;5;-23.7332873;-46.7834367;Av. dos Funcionários Públicos, 379 - Chácara da Enseada, São Paulo - SP, 04963-010, Brazil
142;26800;38483;2064820;-235.150.766.372.674;-464.830.255.508.409;UBS DR CARLOS OLIVALDO DE SOUZA LOPES MUNIZ;RUA BARTOLOMEU SOARES;16;ALTO DA PONTE RASA;(11)20411744;3894000.0;SP;São Paulo;2016;5;-23.513748;-46.4829339;R. Bartolomeu Soares, 16 - Jardim Pte. Rasa, São Paulo - SP, 03884-010, Brazil
143;26813;38642;2091747;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS ALPES DO JARAGUA;ALAMEDA DAS LIMEIRAS;46;ALPES DO JARAGUA;(11)39411169;5187634.0;SP;São Paulo;2016;5;-23.4467938;-46.753799;Alameda das Limeiras, 46 - Conj. Res. Alpes do Jaragua, São Paulo - SP, 05187-634, Brazil
144;26829;38552;2075016;-23.515.108.823.775.600;-464.330.506.324.755;UBS V PROGRESSO;RUA REAL HORTO;115;VILA PROGRESSO;(11)2035-2488;8245260.0;SP;São Paulo;2016;5;-23.5151358;-46.4330067;R. Real Horto, 115 - Vila Progresso (Zona Leste), São Paulo - SP, 08245-260, Brazil
145;26855;38513;2068109;-23.498.640.060.424.100;-465.969.228.744.493;UBS VILA LEONOR;AV ANGELINA;770;VL LEONOR;(11)22074797;2077000.0;SP;São Paulo;2016;5;-23.4986387;-46.5968382;Av. Angelina, 770 - Vila Leonor, São Paulo - SP, 02072-002, Brazil
146;26875;38643;2091798;-23.510.184.288.024.200;-46.446.654.796.599;AMA UBS INTEGRADA SITIO DA CASA PINTADA;RUA MARIA SANTANA;1069;SAO MIGUEL PAULISTA;(11)2053-0800;8040450.0;SP;São Paulo;2016;5;-23.5103129;-46.4464014;Av. Maria Santana, 1069 - Jardim Casa Pintada, São Paulo - SP, 08050-130, Brazil
147;26921;38573;2079070;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS V CISPER;RUA CACULE;79;ERMELINO MATARAZZO;(11)2546.5100;3817220.0;SP;São Paulo;2016;5;-23.4897451;-46.4915098;Rua Caculé, 79 - Parque Cisper, São Paulo - SP, 03817-220, Brazil
148;26935;38646;2091720;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS J FONTALIS;RUA ANTONIO PICAROLLO;41;JD FONTALIS;(11)29956257;2323000.0;SP;São Paulo;2016;5;-23.4359006;-46.5807948;Rua Antônio Piccarolo, 41 - Associacao Sobradinho, São Paulo - SP, 02364-011, Brazil
149;26957;38459;2063670;-23.491.752.147.673.800;-4.657.314.777.374.120;UBS VILA SABRINA DR CARLOS AUGUSTO AUTRAN PEDERNEIRAS LIMA;R FRANCISCO FRANCO MACHADO;150;VILA SABRINA;(11)34787250;2139020.0;SP;São Paulo;2016;5;-23.4925308;-46.5730975;R. Francisco Franco Machado, 150 - Vila Sabrina, São Paulo - SP, 02139-020, Brazil
150;26978;38603;2086808;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS J STA MARIA;RUA EMBIRATAI;201203;JD SANTA MARIA;(11)27247004;3576000.0;SP;São Paulo;2016;5;-23.5510833;-46.505941;Rua Embirataí - Jardim Santa Maria, São Paulo - SP, Brazil
151;26989;38486;2065266;-23.488.286.733.626.500;-46.476.824.283.598.400;UBS ERMELINO MATARAZZO;RUA ANTONIO FREITAS DE TOLEDO;185;ERMELINO MATARAZZO;25440051/25458235;3809060.0;SP;São Paulo;2016;5;-23.488993;-46.476532;R. Antônio de Freitas Tolêdo, 185 - Jardim Belem, São Paulo - SP, 03809-060, Brazil
152;26992;38554;2075202;-23.486.344.814.299.800;-46.576.817.035.673.700;AMA UBS INTEGRADA JARDIM BRASIL;R FRANCISCO PEIXOTO BEZERRA;400;JARDIM BRASIL;(11)22014101;2222010.0;SP;São Paulo;2016;5;-23.4862826;-46.5768925;Rua Francisco Peixoto Bizerra, 400 - Jardim Brasil (Zona Norte), São Paulo - SP, 02220-000, Brazil
153;27011;38644;2091712;-235.092.294.216.149;-46.664.214.134.215;UBS AE NISA DR WALTER ELIAS;RUA MOURAO VIEIRA;11;CV;38588593;2518020.0;SP;São Paulo;2016;5;-23.5093563;-46.6641566;R. Mourão Viêira, 11 - Casa Verde, São Paulo - SP, 02518-020, Brazil
154;27030;38602;2086743;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS J CAICARA;RUA SERAFIM ALVARES;46;JARDIM CAICARA;(11)58334375;5871370.0;SP;São Paulo;2016;5;-23.6835438;-46.7754613;R. Serafim Álvares, 46 - Jardim São Bento Novo, São Paulo - SP, 05871-370, Brazil
155;27055;38453;2062658;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS J MAIA;RUA MARFIM VEGETAL;108;JARDIM MAIA;(11)2581-6962;8081330.0;SP;São Paulo;2016;5;-23.4922232;-46.4159711;R. Marfim Vegetal, 108 - Jardim Helena, São Paulo - SP, 08081-330, Brazil
156;27075;38484;2064855;-23.567.386.499.999.900;-4.657.038.318.211.270;UBS AGUA FUNDA;RUA ROSA DE MORAES;91;AGUA FUNDA;(11)50736253;4155000.0;SP;São Paulo;2016;5;-23.6307902;-46.62566899999999;R. Rosa de Morais, 91 - Vila Água Funda, São Paulo - SP, Brazil
157;30770;42788;2752336;-235.317.921.638.482;-46.652.348.041.533.000;UBS DR HUMBERTO PASCALE SANTA CECILIA;RUA VITORINO CARMILO;599;SANTA CECILIA;(11)38260096;1153000.0;SP;São Paulo;2016;5;-23.5320376;-46.6523697;R. Vitorino Carmilo, 599 - Barra Funda, São Paulo - SP, Brazil
158;30775;42786;2752271;-23.560.202.121.733.800;-4.651.014.804.839.940;AMA UBS INTEGRADA VL ITAPEMA;RUA COSTEIRA;572;JARDIM ARISI;(11)27243946;3573010.0;SP;São Paulo;2016;5;-23.5601845;-46.5101297;R. Costeira, 572 - Cidade Líder, São Paulo - SP, 03573-010, Brazil
159;30851;42783;2752212;-234.758.305.549.615;-466.304.183.006.273;UBS DOMINGOS MAZZONETO DE CILO VILA AURORA;RUA ENGENHEIRO JEAN BUFF;126;CHACARA DO ENCOSTO;(11)2235-1053;2417180.0;SP;São Paulo;2016;5;-23.4758709;-46.6304113;Rua Engenheiro Jean Buff, 126 - Jardim Paraíso, São Paulo - SP, 02417-180, Brazil
160;30880;42780;2752182;-235.485;-4.663.458;UBS BRAS MANOEL SALDIVA NETO;RUA SAMPSON;61;BRAS;(11)62925453;3013040.0;SP;São Paulo;2016;5;-23.5381787;-46.612042;R. Sampson, 61 - Brás, São Paulo - SP, 03013-040, Brazil
161;30915;42790;2752379;-23.574.267.625.808;-46.558.685.302.733.000;AMA UBS INTEGRADA V ORATORIO TITO PEDRO MASCELANI;RUA JOAO FIALHO DE CARVALHO;35;VILA DIVA;(11) 23012979;3345010.0;SP;São Paulo;2016;5;-23.573782;-46.5593139;R. João Fialho de Carvalho, 35 - Vila Diva (Zona Leste), São Paulo - SP, 03345-001, Brazil
